,Precipitation,Temperature
January,46.5,-2.1
February,40.1,-2.0
March,34.1,1.5
April,35.0,7.4
May,47.5,13.0
June,65.0,16.7
July,79.5,19.3
August,77.9,18.3
September,67.1,13.4
October,75.6,7.5
November,56.3,3.0
December,50.2,-0.3
