,Precipitation,Temperature
January,38.3,3.8
February,30.3,4.5
March,33.9,7.8
April,55.0,10.7
May,81.5,14.6
June,80.8,18.5
July,77.2,20.7
August,72.8,20.6
September,70.3,16.4
October,76.2,12.7
November,73.0,7.6
December,39.0,4.6
