month,maxTemp,minTemp,meanTemp,rainfall
1,6.9,1.0,,165.3
2,7.7,1.3,,131.7
3,11.8,3.8,,80.7
4,15.7,6.7,,49.7
5,20.8,10.9,,39.2
6,25.4,15.2,,20.4
7,28.6,18.6,,24.3
8,28.9,18.6,,24.0
9,24.7,14.9,,13.3
10,19.8,11.1,,37.4
11,13.5,6.6,,68.3
12,9.3,3.3,,151.1
