,Precipitation,Temperature
January,51.2,5.1
February,41.0,5.2
March,36.1,7.1
April,37.8,9.5
May,47.6,12.5
June,46.5,15.4
July,47.4,17.9
August,50.7,18.1
September,48.8,15.5
October,73.7,12.1
November,69.3,8.3
December,62.6,5.8
