,Precipitation,Temperature
January,47.6,4.3
February,38.4,4.7
March,36.4,6.6
April,44.3,9.0
May,47.0,12.0
June,60.3,14.8
July,60.3,17.1
August,58.3,17.0
September,52.0,14.4
October,61.4,10.9
November,56.9,7.1
December,51.9,4.6
