,Precipitation,Temperature
January,47.9,1.8
February,43.5,3.7
March,48.7,8.2
April,51.5,13.4
May,72.4,18.1
June,95.6,21.7
July,66.6,23.6
August,55.1,23.7
September,58.6,18.5
October,54.8,13.3
November,49.6,8.1
December,54.8,2.9
