month,maxTemp,minTemp,meanTemp,rainfall
1,9.8,0.1,,36.2
2,12.0,1.2,,26.8
3,15.1,2.9,,27.0
4,18.3,5.7,,28.8
5,23.5,10.0,,33.9
6,29.9,15.2,,19.6
7,33.8,18.3,,9.8
8,32.9,17.8,,18.0
9,27.5,13.9,,30.4
10,21.1,9.2,,27.5
11,14.4,4.3,,29.7
12,10.8,1.4,,30.2
