month,maxTemp,minTemp,meanTemp,rainfall
1,10.3,1.7,,60.3
2,12.6,2.4,,52.0
3,16.9,5.0,,46.1
4,22.6,8.9,,33.6
5,28.7,13.5,,17.9
6,33.6,18.1,,2.3
7,36.2,20.9,,0.1
8,36.1,20.9,,0.3
9,33.2,17.3,,2.2
10,27.0,12.4,,19.2
11,16.8,6.4,,35.2
12,11.9,3.3,,59.6
