,Precipitation,Temperature
January,49.0,-4.6
February,40.0,-3.9
March,45.0,1.1
April,37.0,9.2
May,57.0,15.2
June,70.0,18.8
July,76.0,20.6
August,42.0,19.6
September,54.0,14.0
October,45.0,7.6
November,41.0,1.4
December,49.0,-3.0
