,Precipitation,Temperature
January,41.0,0.3
February,32.0,0.6
March,38.0,4.4
April,32.0,10.0
May,31.0,15.4
June,58.0,19.9
July,37.0,23.0
August,53.0,22.6
September,43.0,17.1
October,45.0,11.6
November,45.0,6.2
December,41.0,2.1
