,Precipitation,Temperature
January,36.0,-2.4
February,35.0,-1.4
March,39.0,2.7
April,41.0,9.1
May,68.0,14.4
June,80.0,17.9
July,88.0,19.7
August,61.0,18.8
September,63.0,13.6
October,44.0,8.2
November,40.0,3.2
December,42.0,-1.0
