,Precipitation,Temperature
January,28.0,-3.8
February,31.0,-2.7
March,32.0,1.9
April,40.0,9.1
May,54.0,14.7
June,87.0,18.2
July,73.0,20.0
August,55.0,19.4
September,61.0,14.1
October,35.0,8.1
November,35.0,2.4
December,35.0,-2.3
