month,maxTemp,minTemp,meanTemp,rainfall
1,2.7,-2.9,,42.8
2,4.5,-2.8,,34.1
3,9.3,0.4,,43.9
4,13.5,2.9,,41.3
5,19.1,7.7,,59.3
6,21.7,11.0,,73.7
7,24.0,13.0,,75.2
8,24.0,12.6,,60.3
9,19.3,9.1,,51.4
10,13.4,5.0,,50.6
11,6.8,0.9,,44.5
12,3.8,-1.5,,52.1
