month,maxTemp,minTemp,meanTemp,rainfall
1,2.9,-6.6,,125.8
2,4.4,-6.1,,111.8
3,8.1,-2.8,,127.6
4,11.4,0.3,,121.0
5,16.7,4.6,,139.9
6,19.1,7.9,,210.1
7,21.7,10.2,,229.1
8,21.5,10.1,,199.8
9,18.2,6.8,,145.2
10,13.6,2.8,,114.6
11,7.2,-2.4,,141.8
12,3.6,-5.3,,134.5
