,Precipitation,Temperature
January,21.5,-3.2
February,24.7,-2.2
March,44.1,2.2
April,77.7,7.1
May,101.5,11.6
June,107.3,15.3
July,71.3,18.0
August,52.4,18.0
September,48.3,14.1
October,44.6,9.3
November,29.8,3.0
December,19.0,-1.3
