,Precipitation,Temperature
January,18.0,-5.3
February,17.8,-3.8
March,31.5,1.9
April,56.8,7.5
May,75.9,12.3
June,45.0,17.2
July,36.1,21.1
August,20.8,21.6
September,23.4,17.1
October,31.6,10.7
November,21.9,3.2
December,18.6,-2.9
