,Precipitation,Temperature
January,45.4,-4.2
February,35.9,-4.5
March,34.2,-0.4
April,35.1,6.1
May,53.1,11.9
June,83.2,15.9
July,75.0,18.4
August,79.4,16.9
September,56.5,11.9
October,63.7,6.2
November,51.0,1.3
December,45.0,-2.1
