,Precipitation,Temperature
January,60.1,-4.0
February,47.4,-4.4
March,40.0,-0.7
April,39.0,5.6
May,46.6,11.4
June,84.0,15.3
July,75.5,17.9
August,88.8,16.5
September,61.3,11.7
October,78.5,5.9
November,63.3,1.2
December,62.3,-2.0
