month,maxTemp,minTemp,meanTemp,rainfall
1,25.9,10.3,,47.6
2,27.2,10.4,,38.8
3,26.8,12.2,,71.0
4,24.7,14.3,,187.2
5,22.9,14.2,,182.9
6,21.6,13.0,,30.0
7,20.4,12.0,,29.9
8,20.7,12.0,,33.9
9,23.5,12.4,,22.6
10,24.7,13.3,,111.0
11,23.6,13.0,,126.9
12,24.3,11.4,,82.1
