,Precipitation,Temperature
January,41.2,16.8
February,33.9,17.2
March,47.1,16.3
April,55.7,14.2
May,89.5,12.5
June,100.4,11.0
July,115.8,10.4
August,121.7,10.7
September,85.3,11.5
October,66.3,12.5
November,54.2,13.9
December,48.1,15.1
