,Precipitation,Temperature
January,48.0,17.0
February,35.3,17.1
March,42.8,15.7
April,56.8,13.2
May,64.4,11.1
June,71.8,9.3
July,86.3,8.8
August,81.5,9.0
September,76.8,10.2
October,55.2,11.7
November,57.1,13.6
December,47.4,15.3
