,Precipitation,Temperature
January,41.9,29.0
February,38.5,28.0
March,41.4,25.0
April,27.3,20.5
May,30.8,15.7
June,31.1,12.6
July,22.7,11.7
August,16.6,13.3
September,23.3,17.3
October,27.1,21.4
November,43.7,24.7
December,48.4,27.1
