,Precipitation,Temperature
January,84.6,-4.3
February,60.6,-4.3
March,55.1,-0.6
April,50.3,4.5
May,68.1,9.1
June,65.8,13.0
July,100.9,17.2
August,123.1,19.5
September,136.7,17.2
October,129.7,11.3
November,121.4,3.8
December,112.9,-2.1
