month,maxTemp,minTemp,meanTemp,rainfall
1,30.1,21.2,,179.6
2,30.6,20.6,,77.0
3,30.8,21.3,,144.8
4,30.9,21.9,,165.1
5,31.0,22.4,,236.7
6,31.2,22.6,,297.9
7,31.1,22.2,,320.3
8,32.1,22.3,,201.2
9,32.9,22.3,,126.7
10,33.2,22.3,,99.8
11,32.6,22.3,,112.0
12,30.6,21.9,,180.6
