,Precipitation,Temperature
January,8.7,24.5
February,12.8,26.6
March,36.7,28.8
April,74.6,29.7
May,148.8,29.1
June,110.9,28.9
July,120.4,28.4
August,150.5,28.0
September,204.4,27.4
October,159.7,26.8
November,23.9,25.6
December,3.9,24.0
