,Precipitation,Temperature
January,49.0,9.0
February,38.0,9.9
March,37.8,12.2
April,32.4,14.5
May,22.9,18.4
June,7.4,23.0
July,2.0,26.8
August,4.2,27.1
September,20.6,22.8
October,29.2,18.7
November,50.9,13.2
December,41.4,10.3
