,Precipitation,Temperature
January,28,-1.6
February,25,0.3
March,31,5.0
April,39,11.0
May,51,16.7
June,68,20.7
July,59,23.0
August,46,22.8
September,51,17.4
October,46,11.3
November,35,5.4
December,36,0.0
