,Precipitation,Temperature
January,33,-2.4
February,27,-0.8
March,28,3.9
April,37,10.6
May,50,16.3
June,70,20.2
July,72,22.2
August,50,21.6
September,53,16.0
October,37,9.8
November,41,4.2
December,31,-0.8
