,Precipitation,Temperature
January,18.4,-0.6
February,27.0,1.8
March,47.7,7.1
April,79.0,13.3
May,78.7,18.6
June,120.3,22.6
July,233.9,25.3
August,256.1,25.6
September,147.6,20.6
October,53.3,14.1
November,32.8,7.4
December,18.3,1.1
