,Precipitation,Temperature
January,22.5,-0.3
February,34.7,2.3
March,73.5,7.7
April,118.4,12.9
May,88.0,18.6
June,121.5,22.2
July,267.2,25.4
August,254.4,25.7
September,188.4,20.3
October,109.7,14.2
November,48.1,8.1
December,28.6,1.2
