month,maxTemp,minTemp,meanTemp,rainfall
1,-1.3,-11.1,,33.0
2,0.2,-9.5,,38.0
3,7.1,-2.4,,62.0
4,16.5,5.6,,109.0
5,21.7,10.9,,104.0
6,26.5,15.2,,58.0
7,29.7,17.6,,35.0
8,28.8,16.3,,27.0
9,23.4,11.0,,28.0
10,15.9,4.6,,59.0
11,6.2,-3.3,,51.0
12,0.4,-8.8,,37.0
