,Precipitation,Temperature
January,30.4,-2.2
February,26.8,-1.2
March,30.9,2.5
April,36.1,8.5
May,61.6,13.6
June,69.4,16.9
July,71.0,18.9
August,69.0,18.3
September,53.8,13.3
October,39.6,8.1
November,33.7,3.3
December,33.4,-0.7
