,Precipitation,Temperature
January,107.3,-5.9
February,88.5,-6.2
March,87.7,-4.3
April,51.1,-0.0
May,77.5,4.4
June,98.1,7.7
July,120.6,9.8
August,95.4,9.9
September,87.3,5.8
October,79.9,2.1
November,83.4,-1.6
December,113.8,-4.7
