,Precipitation,Temperature
January,38.1,-8.5
February,33.2,-8.1
March,27.3,-4.7
April,23.2,0.2
May,37.7,5.4
June,57.8,9.6
July,69.1,12.4
August,79.8,11.0
September,47.0,6.9
October,39.6,1.2
November,37.8,-4.1
December,35.1,-8.2
