month,maxTemp,minTemp,meanTemp,rainfall
1,12.9,5.9,,102.8
2,13.1,5.7,,88.2
3,14.6,6.8,,82.3
4,15.1,7.5,,99.2
5,17.3,10.0,,78.7
6,19.6,12.8,,60.7
7,21.5,14.8,,46.9
8,22.3,15.3,,59.1
9,21.2,13.7,,73.2
10,18.7,11.3,,118.1
11,15.3,8.3,,137.1
12,13.4,6.5,,116.8
