,Precipitation,Temperature
January,42.6,-2.6
February,39.7,-1.0
March,43.7,3.9
April,50.7,10.2
May,81.5,15.2
June,87.4,18.8
July,87.4,20.2
August,63.3,19.9
September,65.6,14.6
October,53.9,9.1
November,44.6,4.0
December,51.1,-1.1
