month,maxTemp,minTemp,meanTemp,rainfall
1,28.4,16.9,,158.7
2,28.2,16.5,,119.1
3,28.3,15.0,,62.6
4,27.6,12.8,,29.1
5,25.5,8.7,,5.3
6,25.5,8.7,,2.0
7,23.3,5.9,,0.5
8,26.0,7.8,,0.4
9,29.5,11.7,,5.4
10,31.1,15.2,,24.8
11,29.5,16.5,,85.4
12,28.3,16.9,,144.6
