,precip-accum_mm,temp_C
2014-01-01,24.0,2.774193548387097
2014-02-01,163.0,3.5214285714285714
2014-03-01,86.5,8.05483870967742
2014-04-01,146.0,12.776666666666667
2014-05-01,111.5,18.219354838709677
2014-06-01,332.0,21.779999999999998
2014-07-01,97.0,25.01290322580645
2014-08-01,169.5,25.822580645161292
2014-09-01,88.0,20.86
2014-10-01,300.0,16.532258064516128
2014-11-01,65.5,11.3
2014-12-01,59.0,4.132258064516129
2015-01-01,86.0,3.8677419354838714
2015-02-01,49.5,3.882142857142857
2015-03-01,81.0,8.729032258064517
2015-04-01,91.0,13.129999999999999
2015-05-01,96.5,19.358064516129033
2015-06-01,172.5,21.06
2015-07-01,193.0,25.370967741935484
2015-08-01,100.5,25.64516129032258
2015-09-01,360.0,21.55
2015-10-01,44.0,16.683870967741935
2015-11-01,148.5,12.493333333333334
2015-12-01,40.5,7.190322580645161
2016-01-01,84.0,3.9000000000000004
2016-02-01,36.5,5.210344827586207
2016-03-01,74.5,8.551612903225807
2016-04-01,100.0,13.993333333333334
2016-05-01,93.5,18.729032258064517
2016-06-01,106.0,21.470000000000002
2016-07-01,95.5,24.36774193548387
2016-08-01,298.5,26.283870967741933
2016-09-01,243.0,23.496666666666666
2016-10-01,90.0,16.9
2016-11-01,116.0,9.703333333333335
2016-12-01,69.5,6.425806451612903
2017-01-01,16.0,3.274193548387097
2017-02-01,21.0,5.007142857142857
2017-03-01,72.5,6.77741935483871
2017-04-01,102.5,13.229999999999999
2017-05-01,66.0,18.69677419354839
2017-06-01,51.0,20.83
2017-07-01,110.5,26.44516129032258
2017-08-01,116.0,25.203225806451613
2017-09-01,177.0,21.7551724137931
2017-10-01,415.5,15.853333333333333
2017-11-01,44.5,9.623333333333333
2017-12-01,8.5,4.238709677419355
2018-01-01,21.0,2.425806451612903
2018-02-01,7.5,3.5
2018-03-01,163.0,10.170967741935485
2018-04-01,98.0,15.473333333333333
2018-05-01,164.0,18.370967741935484
2018-06-01,86.0,21.483333333333334
2018-07-01,107.0,27.470967741935485
2018-08-01,71.5,26.980645161290322
2018-09-01,256.0,22.136666666666667
2018-10-01,47.0,17.751612903225805
2018-11-01,42.5,12.19
2018-12-01,31.0,5.909677419354838
2019-01-01,16.5,2.9645161290322584
2019-02-01,44.5,5.271428571428571
2019-03-01,102.0,8.941935483870967
2019-04-01,82.0,12.26
2019-05-01,95.5,18.73225806451613
2019-06-01,141.5,20.866666666666667
2019-07-01,160.0,23.516129032258064
2019-08-01,57.5,27.393548387096775
2019-09-01,172.5,23.783333333333335
2019-10-01,377.0,18.406451612903226
2019-11-01,106.0,11.17
2019-12-01,65.5,6.661290322580645
2020-01-01,131.5,5.406451612903226
2020-02-01,23.0,6.310344827586207
2020-03-01,103.0,9.416129032258064
2020-04-01,194.5,11.5
2020-05-01,132.0,18.44516129032258
2020-06-01,199.5,22.259999999999998
2020-07-01,233.5,23.370967741935484
2020-08-01,63.0,27.76451612903226
2020-09-01,70.0,23.540000000000003
2020-10-01,165.0,15.970967741935484
2020-11-01,14.0,11.78
2020-12-01,7.0,5.174193548387097
2021-01-01,35.0,3.138709677419355
2021-02-01,71.0,6.2821428571428575
2021-03-01,149.0,11.112903225806452
2021-04-01,146.5,13.46
2021-05-01,76.5,18.516129032258064
2021-06-01,95.0,21.69
2021-07-01,194.5,24.91
2021-08-01,271.0,26.5
2021-09-01,98.0,21.259999999999998
2021-10-01,193.5,16.638709677419353
2021-11-01,54.0,11.172413793103448
