,Precipitation,Temperature
January,0.1,-2.6
February,0.4,0.5
March,0.6,4.6
April,5.2,8.1
May,20.7,12.0
June,66.0,15.3
July,149.8,14.9
August,145.2,14.1
September,52.0,12.6
October,3.7,7.4
November,0.5,1.2
December,0.5,-2.5
