,Precipitation,Temperature
January,0.6,-12.0
February,1.1,-8.0
March,2.1,-1.4
April,4.0,6.7
May,4.5,13.2
June,13.8,19.0
July,16.0,21.4
August,14.3,19.4
September,5.2,12.9
October,1.4,4.4
November,1.8,-3.6
December,1.1,-10.4
