,Precipitation,Temperature
January,6.6,-11.8
February,11.2,-9.2
March,19.3,-3.8
April,31.0,3.2
May,53.6,9.0
June,97.5,12.8
July,168.8,15.0
August,153.2,13.6
September,85.6,9.3
October,38.2,3.2
November,16.1,-4.3
December,5.6,-10.8
