,Precipitation,Temperature
January,32.2,2.1
February,36.8,4.9
March,56.3,9.9
April,54.9,16.3
May,81.3,21.7
June,160.2,25.6
July,204.5,28.1
August,155.5,27.2
September,85.8,22.9
October,49.6,17.4
November,42.8,10.6
December,25.3,4.3
