,Precipitation,Temperature
January,2.2,-17.9
February,3.0,-12.6
March,6.2,-3.2
April,19.2,7.4
May,32.1,15.6
June,78.6,21.3
July,137.8,23.8
August,93.1,21.7
September,45.8,15.3
October,18.4,6.0
November,5.2,-6.0
December,5.3,-15.8
