,Precipitation,Temperature
January,3.2,-4.9
February,5.3,-0.2
March,14.6,5.8
April,25.6,13.1
May,41.0,18.2
June,64.1,22.3
July,100.6,24.0
August,110.0,22.2
September,69.1,17.0
October,38.4,10.5
November,14.7,3.4
December,2.4,-2.9
