,Precipitation,Temperature
January,9.4,-10.1
February,7.8,-6.8
March,10.3,-2.7
April,18.0,1.6
May,56.8,5.6
June,122.4,9.3
July,106.2,11.6
August,96.5,11.2
September,76.2,8.1
October,28.0,2.0
November,4.4,-4.1
December,3.9,-8.5
