month,maxTemp,minTemp,meanTemp,rainfall
1,26.3,10.9,,34.5
2,26.7,11.1,,20.5
3,24.2,10.1,,33.1
4,19.9,8.3,,35.5
5,15.7,6.5,,56.8
6,12.9,5.0,,72.1
7,12.2,4.3,,71.5
8,13.3,4.8,,86.3
9,15.1,5.7,,78.9
10,17.6,6.5,,66.4
11,20.8,8.1,,49.4
12,23.8,9.4,,53.1
