month,maxTemp,minTemp,meanTemp,rainfall
1,23.6,16.0,,66.1
2,24.1,16.5,,71.3
3,22.6,14.9,,75.1
4,20.0,12.7,,85.0
5,17.4,10.6,,109.6
6,15.2,8.4,,107.7
7,14.3,7.5,,133.1
8,14.9,8.2,,110.8
9,16.4,9.7,,90.5
10,17.7,11.2,,93.9
11,19.5,12.8,,71.7
12,21.8,14.9,,86.6
