,Precipitation,Temperature
January,33,-1.7
February,27,0.1
March,32,4.8
April,37,11.0
May,48,16.8
June,69,20.9
July,59,23.1
August,46,22.8
September,42,17.3
October,43,11.1
November,39,5.2
December,39,-0.1
