,Precipitation,Temperature
January,5.5,-14.5
February,6.4,-13.1
March,8.9,-5.7
April,21.0,5.2
May,25.1,12.2
June,36.2,17.6
July,50.6,18.9
August,31.7,17.1
September,12.8,10.7
October,14.0,3.4
November,13.2,-6.1
December,6.3,-12.1
