,Precipitation,Temperature
January,26.0,-8.3
February,31.9,-7.2
March,50.8,-2.9
April,103.9,2.1
May,138.7,6.1
June,135.5,9.9
July,122.0,12.0
August,72.8,11.4
September,43.7,7.5
October,48.3,2.4
November,45.1,-2.5
December,36.7,-6.4
