,Precipitation,Temperature
January,28.3,-5.2
February,33.3,-3.8
March,43.7,2.2
April,68.9,9.4
May,62.8,14.7
June,41.2,20.0
July,25.6,23.0
August,15.2,21.9
September,20.3,16.3
October,45.0,9.0
November,48.8,1.8
December,35.9,-3.2
