,Precipitation,Temperature
January,16.4,-15.0
February,17.7,-13.2
March,19.8,-5.0
April,16.7,7.5
May,27.0,14.8
June,34.7,20.5
July,50.0,21.7
August,26.5,19.6
September,16.8,12.7
October,22.5,5.4
November,27.8,-4.5
December,24.7,-11.5
