,Precipitation,Temperature
January,71.9,-5.2
February,87.7,-4.2
March,93.4,0.5
April,118.0,6.0
May,97.8,10.7
June,52.9,15.0
July,26.4,17.5
August,14.1,17.0
September,19.2,12.5
October,55.4,6.1
November,81.5,0.6
December,85.2,-3.4
