,Precipitation,Temperature
January,8.6,-6.4
February,8.5,-4.2
March,12.6,4.7
April,10.8,14.0
May,13.1,21.6
June,4.3,27.4
July,2.8,29.3
August,3.0,27.1
September,2.2,19.3
October,5.6,10.3
November,12.4,1.7
December,9.2,-4.5
