,Precipitation,Temperature
January,14.8,-16.3
February,12.9,-15.1
March,16.5,-7.7
April,21.9,4.1
May,32.8,13.3
June,41.7,18.3
July,58.8,19.8
August,56.0,17.7
September,30.7,11.3
October,31.3,3.9
November,24.6,-6.3
December,19.4,-13.6
