,Precipitation,Temperature
January,17.8,-15.8
February,15.7,-13.4
March,16.6,-5.4
April,21.5,7.0
May,27.5,13.7
June,31.5,19.4
July,39.9,21.1
August,22.3,19.5
September,13.1,12.8
October,24.9,4.9
November,31.6,-5.3
December,24.8,-12.8
