,Precipitation,Temperature
January,23.7,-8.0
February,31.9,-5.0
March,47.1,3.0
April,73.8,10.7
May,68.5,15.8
June,48.7,20.6
July,41.8,23.0
August,26.1,21.8
September,18.9,16.0
October,36.7,8.3
November,38.9,0.6
December,31.9,-5.8
