,Precipitation,Temperature
January,12.9,-8.9
February,11.0,-7.2
March,14.3,1.9
April,19.3,12.4
May,14.0,20.0
June,7.5,25.4
July,6.2,26.9
August,5.5,24.7
September,2.9,17.5
October,9.1,9.3
November,13.1,0.2
December,14.1,-6.5
