,Precipitation,Temperature
January,18.4,-6.8
February,14.2,-4.6
March,14.9,4.0
April,19.8,13.9
May,18.8,21.1
June,8.1,26.7
July,5.1,28.3
August,3.1,26.2
September,2.9,19.0
October,9.1,10.6
November,15.8,1.7
December,16.4,-5.0
