,Precipitation,Temperature
January,37.7,-2.6
February,50.4,-1.8
March,89.5,3.0
April,156.7,9.6
May,138.7,14.5
June,95.0,19.4
July,69.3,21.6
August,43.1,20.6
September,36.5,15.7
October,64.0,9.4
November,66.8,3.1
December,52.1,-0.7
