,Precipitation,Temperature
January,13.8,-2.9
February,8.4,-1.9
March,16.2,4.2
April,21.0,11.8
May,29.5,19.1
June,15.9,24.7
July,12.2,27.4
August,8.1,26.4
September,7.8,19.7
October,11.6,11.9
November,16.2,3.6
December,16.1,-1.2
