,Precipitation,Temperature
January,40.1,3.5
February,23.4,5.0
March,30.8,7.8
April,44.1,9.7
May,47.5,13.3
June,30.2,17.7
July,14.4,20.5
August,16.9,20.5
September,29.3,16.9
October,57.8,12.3
November,47.9,7.0
December,44.1,4.2
