,Precipitation,Temperature
January,16.0,4.1
February,14.0,5.3
March,26.7,8.4
April,39.7,10.8
May,49.5,15.0
June,43.1,19.7
July,23.8,23.1
August,32.8,22.8
September,33.1,18.2
October,38.8,13.3
November,26.7,7.7
December,15.8,4.7
