,Precipitation,Temperature
January,3.0,-27.6
February,3.3,-24.0
March,5.3,-14.8
April,8.6,-1.3
May,17.6,5.9
June,35.5,12.0
July,64.2,14.3
August,53.9,11.6
September,22.9,4.9
October,9.0,-4.0
November,7.0,-15.0
December,5.1,-24.0
